Site	tree1	tree2	tree3	tree4	tree5	tree6	tree7	tree8	tree9	tree10	tree11	tree12	tree13	tree14	tree15
531	7.46801159	7.50852032	7.55253831	7.22335936	7.13124354	7.13101550	7.27228487	7.39155468	7.37071552	7.38753327	7.35434279	7.32506738	7.33194259	7.32879619	7.34550751
532	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
533	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
534	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
535	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
536	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
537	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
538	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
539	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
540	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
541	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
542	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
543	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
544	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
545	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
546	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
547	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
548	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
549	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
550	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
551	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
552	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
553	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
554	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
555	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
556	6.17972755	6.17668541	6.16116638	6.12564916	6.12138601	6.12468612	6.12248496	6.11623915	6.12441876	6.12449979	6.10947770	6.11290905	6.11883367	6.12094064	6.11806263
557	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
558	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
559	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
560	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
561	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
562	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
563	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
564	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
565	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
566	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
567	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
568	6.17972755	6.17668541	6.16116638	6.12564916	6.12138601	6.12468612	6.12248496	6.11623915	6.12441876	6.12449979	6.10947770	6.11290905	6.11883367	6.12094064	6.11806263
569	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
570	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
571	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
572	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
573	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
574	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
575	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
576	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
577	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
578	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
579	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
580	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
581	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
582	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
583	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
584	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
585	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
586	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
587	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
588	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
589	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
590	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
591	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
592	6.29981536	6.29615279	6.30224731	6.22608470	6.18687146	6.17802014	6.24106669	6.25665776	6.25652287	6.26876737	6.24164784	6.24769565	6.25062494	6.23975235	6.26068459
593	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
594	5.13680679	5.12335104	5.12579480	5.28168501	5.27762416	5.27772870	5.28075026	5.28110641	5.27861195	5.28154819	5.27837186	5.27449560	5.27659147	5.27675600	5.27993870
595	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
596	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
597	5.44265426	5.41876782	5.41108985	5.53093022	5.52678562	5.51951010	5.52686908	5.49362303	5.49795765	5.50980497	5.49741727	5.51123702	5.50618794	5.49874514	5.51689213
598	5.13680679	5.12335104	5.12579480	5.28168501	5.27762416	5.27772870	5.28075026	5.28110641	5.27861195	5.28154819	5.27837186	5.27449560	5.27659147	5.27675600	5.27993870
599	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
600	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
601	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
602	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
603	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
604	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
605	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
606	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
607	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
608	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
609	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
610	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
611	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
612	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
613	4.52097175	4.53027514	4.52326853	4.53359787	4.54308566	4.53328374	4.53372218	4.53487013	4.54153128	4.53507874	4.53082676	4.54104820	4.54031009	4.53228247	4.53569199
614	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
615	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
616	4.80366340	4.80846910	4.81156522	4.73232289	4.73818166	4.73248269	4.73126584	4.74178765	4.74330876	4.73795537	4.73242158	4.73262410	4.73551971	4.73059995	4.73128301
617	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
618	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
619	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
620	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
621	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
622	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
623	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
624	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
625	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
626	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
627	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
628	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
629	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
630	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
631	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
632	1.96382185	1.96351076	1.96083522	1.97235783	1.97230689	1.97121288	1.97238276	1.96874599	1.97020221	1.97029776	1.96953561	1.97237498	1.97236647	1.97131649	1.97248763
633	6.24250929	6.23267570	6.22578750	6.15329677	6.14484603	6.13686337	6.15127250	6.13475079	6.14120459	6.13992507	6.12551319	6.13627253	6.14722285	6.13753737	6.14503492
634	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
635	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
636	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
637	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
638	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
639	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
640	1.81565867	1.81569338	1.81692941	1.81004271	1.81024793	1.81130042	1.80989749	1.81188525	1.81124956	1.81130290	1.81166840	1.80997611	1.81015142	1.81118631	1.81019243
641	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
642	1.24881962	1.24939702	1.24845510	1.25395963	1.25464514	1.25362618	1.25406105	1.25292830	1.25361036	1.25336704	1.25327816	1.25482035	1.25452974	1.25367368	1.25442598
643	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
644	1.57106558	1.57137244	1.57240654	1.56723098	1.56773797	1.56825302	1.56719564	1.56906704	1.56848909	1.56830026	1.56890176	1.56764294	1.56773397	1.56829936	1.56760042
645	6.10779085	6.11904177	6.20283501	6.14553653	6.14910274	6.21268828	6.14704502	6.30297813	6.27044389	6.26951439	6.25413227	6.15611235	6.15170048	6.21090976	6.14703752
646	4.38142560	4.38854245	4.38326824	4.38743117	4.39572638	4.38536252	4.38779811	4.38910142	4.39423319	4.38815710	4.38491424	4.39419184	4.39387375	4.38511695	4.38950714
